url,label
https://ledger-live-downlloadd.blogspot.com/?m=1,phishing
https://imtokex.im/,phishing
https://webupgrade394949-dp94sdn9spre.edgeone.cool/index.html?eta=kelos@b5869555477501b47d2714b8f14e0f928a04.com,phishing
https://manav-kappa.vercel.app/,phishing
http://www.8816063365.com/,phishing
https://1url.at/www/roblox-users-358617147535-profile,phishing
https://tokenim.date/download,phishing
http://www.facebooknotify-noreply.com/contact/1789733290899/,phishing
http://nordinvecrop.github.io/wlkhroenovind,phishing
https://berzuni-mpt-qanfelo-c4x7ka82-a21.pages.dev/?naps,phishing
https://wetf-share-files.netlify.app/?naps,phishing
https://urban-maroon-cfmc6rpb.edgeone.dev/home,phishing
http://web3-cryptogate.com/,phishing
http://fortgrind.com/,phishing
https://www.roblox.ly/users/7562558635/profile,phishing
http://br-zim.netlify.app/,phishing
http://instagram-visualizza-post.info/,phishing
http://rbxmodes.pro/,phishing
https://acsftw.cfd/ACS_sjahzEN.html/,phishing
https://www.app-supportecloud.info/,phishing
https://app-supportecloud.info/expire/,phishing
https://app-supportecloud.info/aU4VXCP6/,phishing
https://tokenim.sarl/download,phishing
https://persiasysco.ir/post/post/en.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4,phishing
http://www.roblox.com.mu/users/1778153838/profile/,phishing
https://supported-lcloud.help/expire/,phishing
http://supported-lcloud.help/aU4VXCP6/,phishing
http://samridhiverma10.github.io/amazon/orders.html,phishing
http://samridhiverma10.github.io/amazon/checkout.html,phishing
