url,label,local_score,local_classification,external_listed,external_source,final_classification
https://g.page/,legitimate,0,safe,false,Phishing.Database,safe
https://telegram.me/,legitimate,0,safe,false,Phishing.Database,safe
https://calendly.com/,legitimate,0,safe,false,Phishing.Database,safe
https://stripe.com/,legitimate,0,safe,false,Phishing.Database,safe
https://miit.gov.cn/,legitimate,0,safe,false,Phishing.Database,safe
https://nasa.gov/,legitimate,0,safe,false,Phishing.Database,safe
https://wsj.com/,legitimate,0,safe,false,Phishing.Database,safe
https://beian.miit.gov.cn/,legitimate,0,safe,false,Phishing.Database,safe
https://msn.com/,legitimate,0,safe,false,Phishing.Database,safe
https://unsplash.com/,legitimate,0,safe,false,Phishing.Database,safe
https://trustpilot.com/,legitimate,0,safe,false,Phishing.Database,safe
https://cloudfront.net/,legitimate,0,safe,false,Phishing.Database,safe
https://statista.com/,legitimate,0,safe,false,Phishing.Database,safe
https://arxiv.org/,legitimate,0,safe,false,Phishing.Database,safe
https://businessinsider.com/,legitimate,0,safe,false,Phishing.Database,safe
https://gitlab.com/,legitimate,0,safe,false,Phishing.Database,safe
https://ietf.org/,legitimate,0,safe,false,Phishing.Database,safe
https://amzn.to/,legitimate,0,safe,false,Phishing.Database,safe
https://list-manage.com/,legitimate,0,safe,false,Phishing.Database,safe
https://line.me/,legitimate,0,safe,false,Phishing.Database,safe
https://commons.wikimedia.org/,legitimate,0,safe,false,Phishing.Database,safe
https://bsky.app/,legitimate,0,safe,false,Phishing.Database,safe
https://podcasts.apple.com/,legitimate,0,safe,false,Phishing.Database,safe
https://canva.com/,legitimate,0,safe,false,Phishing.Database,safe
https://mysql.com/,legitimate,0,safe,false,Phishing.Database,safe
https://substack.com/,legitimate,0,safe,false,Phishing.Database,safe
https://share.google/,legitimate,0,safe,false,Phishing.Database,safe
https://twitch.tv/,legitimate,0,safe,false,Phishing.Database,safe
https://calendar.google.com/,legitimate,0,safe,false,Phishing.Database,safe
https://cnbc.com/,legitimate,0,safe,false,Phishing.Database,safe
https://sharepoint.com/,legitimate,0,safe,false,Phishing.Database,safe
https://eventbrite.com/,legitimate,0,safe,false,Phishing.Database,safe
https://cloudflare.com/,legitimate,0,safe,false,Phishing.Database,safe
https://addtoany.com/,legitimate,0,safe,false,Phishing.Database,safe
https://oup.com/,legitimate,0,safe,false,Phishing.Database,safe
https://wired.com/,legitimate,0,safe,false,Phishing.Database,safe
https://aboutads.info/,legitimate,0,safe,false,Phishing.Database,safe
https://etsy.com/,legitimate,0,safe,false,Phishing.Database,safe
https://windows.microsoft.com/,legitimate,0,safe,false,Phishing.Database,safe
https://time.com/,legitimate,0,safe,false,Phishing.Database,safe
https://stackoverflow.com/,legitimate,0,safe,false,Phishing.Database,safe
https://npr.org/,legitimate,0,safe,false,Phishing.Database,safe
https://googleusercontent.com/,legitimate,0,safe,false,Phishing.Database,safe
https://mail.google.com/,legitimate,0,safe,false,Phishing.Database,safe
https://behance.net/,legitimate,0,safe,false,Phishing.Database,safe
https://slideshare.net/,legitimate,0,safe,false,Phishing.Database,safe
https://samsung.com/,legitimate,0,safe,false,Phishing.Database,safe
https://ebay.com/,legitimate,0,safe,false,Phishing.Database,safe
https://gouv.fr/,legitimate,0,safe,false,Phishing.Database,safe
https://tandfonline.com/,legitimate,0,safe,false,Phishing.Database,safe
https://hp.com/,legitimate,0,safe,false,Phishing.Database,safe
https://hubspot.com/,legitimate,0,safe,false,Phishing.Database,safe
https://validator.w3.org/,legitimate,0,safe,false,Phishing.Database,safe
https://unesco.org/,legitimate,0,safe,false,Phishing.Database,safe
https://wp.com/,legitimate,0,safe,false,Phishing.Database,safe
https://squarespace.com/,legitimate,0,safe,false,Phishing.Database,safe
https://openstreetmap.org/,legitimate,0,safe,false,Phishing.Database,safe
https://outlook.live.com/,legitimate,20,suspicious,false,Phishing.Database,suspicious
https://gc.ca/,legitimate,0,safe,false,Phishing.Database,safe
https://fr.wikipedia.org/,legitimate,0,safe,false,Phishing.Database,safe
https://go.com/,legitimate,0,safe,false,Phishing.Database,safe
https://aliyun.com/,legitimate,0,safe,false,Phishing.Database,safe
https://ft.com/,legitimate,0,safe,false,Phishing.Database,safe
https://techcrunch.com/,legitimate,0,safe,false,Phishing.Database,safe
https://wpguardian.io/,legitimate,0,safe,false,Phishing.Database,safe
http://site-2k4k5j4e6.godaddysites.com/,phishing,25,suspicious,false,Phishing.Database,suspicious
http://httpmail-hot.blogspot.com/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://lutfullahnazary35-byte.github.io/freenet/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://gridnevjujea.github.io/src-badge-2/privacy-centers.html,phishing,20,suspicious,false,Phishing.Database,suspicious
http://access-ndaxio.zapier.app/,phishing,20,suspicious,false,Phishing.Database,suspicious
https://roblox.com.bo/communities/165593527/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://muhammadmaazmushtaq-collab.github.io/amazon-clone,phishing,20,suspicious,false,Phishing.Database,suspicious
http://usdt-send-seven.vercel.app/,phishing,25,suspicious,false,Phishing.Database,suspicious
http://api.bugcutter.com/rak/email/KYC-1/Compliance/hot,phishing,20,suspicious,false,Phishing.Database,suspicious
http://lcloud-lforgetmaps.click/isignesp.php/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://folio-service.life/isignesp.php/,phishing,20,suspicious,false,Phishing.Database,suspicious
https://naeq33d-h16d.vercel.app/,phishing,5,safe,false,Phishing.Database,safe
http://ses-l.com/,phishing,20,suspicious,false,Phishing.Database,suspicious
https://www.grandprize35.blogspot.com/,phishing,0,safe,false,Phishing.Database,safe
http://norzelo-mpt-belfavo-a9h2ka68.pages.dev/,phishing,30,suspicious,false,Phishing.Database,suspicious
http://www.mmmm-wheat-eight.vercel.app/,phishing,25,suspicious,false,Phishing.Database,suspicious
http://metamask-docs-p13jojaa8-consensys-ddffed67.vercel.app/metamask-connect/,phishing,30,suspicious,false,Phishing.Database,suspicious
https://im-token-hk-cdn.xyz/,phishing,5,safe,false,Phishing.Database,safe
https://www.send-bep-usdt-bsc.vercel.app/,phishing,5,safe,false,Phishing.Database,safe
https://promegaofers.com/produto/9950861,phishing,0,safe,false,Phishing.Database,safe
http://telclcel.sbs/,phishing,20,suspicious,false,Phishing.Database,suspicious
https://share.lat/,phishing,0,safe,false,Phishing.Database,safe
https://seydbi.shop/,phishing,0,safe,false,Phishing.Database,safe
http://www.associazionegenia.it/wp-includes/IXR/json/json/import,phishing,20,suspicious,false,Phishing.Database,suspicious
https://www.groufreeemplisyd.duckdns.org/,phishing,0,safe,false,Phishing.Database,safe
http://ledger-app.my/,phishing,20,suspicious,false,Phishing.Database,suspicious
https://www.verifiedbadge-lunelle.vercel.app/,phishing,0,safe,false,Phishing.Database,safe
https://gcdctz.shop/,phishing,0,safe,false,Phishing.Database,safe
https://cn-feed-whatsapp.com.cn/wp-includes/index.html,phishing,25,suspicious,false,Phishing.Database,suspicious
https://cn-feed-whatsapp.com.cn/administrator/language/index.html,phishing,25,suspicious,false,Phishing.Database,suspicious
https://cn-feed-whatsapp.com.cn/uadmin/adm.php,phishing,25,suspicious,false,Phishing.Database,suspicious
https://cn-feed-whatsapp.com.cn/administrator/components/com_installer/views/install/index.html,phishing,30,suspicious,false,Phishing.Database,suspicious
https://acspof.cfd/ACS_sjahzEN.html/,phishing,0,safe,false,Phishing.Database,safe
http://elo-lowew.github.io/instragram,phishing,20,suspicious,false,Phishing.Database,suspicious
https://viewreimburapt.com/pages/captcha.php,phishing,0,safe,false,Phishing.Database,safe
https://rbcode.net/v/559cdb39c85b695499378193e8efff17,phishing,0,safe,false,Phishing.Database,safe
http://vormzuri-mpt-zanfelo-c1x9me85.pages.dev/,phishing,30,suspicious,false,Phishing.Database,suspicious
https://pradyumna-17.github.io/Netflix-Clone/,phishing,0,safe,false,Phishing.Database,safe
http://teams-fl.com/p/fjbd-cbch/rljxblbn,phishing,20,suspicious,false,Phishing.Database,suspicious
https://jahtisham266-cyber.github.io/CSS1/,phishing,0,safe,false,Phishing.Database,safe
http://www.globalcargospot.com/,phishing,20,suspicious,false,Phishing.Database,suspicious
https://www.instagram-login-support.vercel.app/,phishing,55,suspicious,false,Phishing.Database,suspicious
http://web3assetbackupledger.vercel.app/dashboard/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://animesh-kashyap.github.io/netflix-clone,phishing,20,suspicious,false,Phishing.Database,suspicious
https://codewithprinceyadav.github.io/Netflix-Clone/,phishing,0,safe,false,Phishing.Database,safe
https://s4w.in/LASPT,phishing,0,safe,false,Phishing.Database,safe
https://www.roblox.com.do/users/386869938177/profile,phishing,20,suspicious,false,Phishing.Database,suspicious
http://b.bugcutter.com/rak/email/KYC-1/Compliance/hot,phishing,20,suspicious,false,Phishing.Database,suspicious
http://sp-papic.rs/feisbuk-32445546564,phishing,20,suspicious,false,Phishing.Database,suspicious
https://1url.at/www/roblox-users-358616420035-profile,phishing,10,safe,false,Phishing.Database,safe
http://chatgpt0005.eu.org/blog/discord-patch-notes-june-4-2026,phishing,25,suspicious,false,Phishing.Database,suspicious
http://chatgpt0005.eu.org/blog/discord-patch-notes-february-3-2025,phishing,25,suspicious,false,Phishing.Database,suspicious
http://chatgpt0005.eu.org/blog/discord-patch-notes-august-4-2026,phishing,25,suspicious,false,Phishing.Database,suspicious
https://tokenim.bid/download,phishing,0,safe,false,Phishing.Database,safe
https://tokenim.win/download,phishing,0,safe,false,Phishing.Database,safe
https://naver.blog.ddgaz0813.com/?naps,phishing,5,safe,false,Phishing.Database,safe
https://auth-dealers-autoscout24-com-oauth2-default-v1-authorize.baour.ch/,phishing,25,suspicious,false,Phishing.Database,suspicious
https://applesoporte.services/isignesp.php/,phishing,0,safe,false,Phishing.Database,safe
https://paymentlbcenligne.pioy.fr/,phishing,0,safe,false,Phishing.Database,safe
https://knowledge-resource-index.79356278.workers.dev/?naps/,phishing,10,safe,false,Phishing.Database,safe
http://unifi.bugcutter.com/rak/email/KYC-1/Compliance/hot,phishing,20,suspicious,false,Phishing.Database,suspicious
https://lkrishnaveni27990.github.io/facebook,phishing,5,safe,false,Phishing.Database,safe
http://shreenivasulu.github.io/Amazon-Clone,phishing,20,suspicious,false,Phishing.Database,suspicious
http://sp3ct-movsel-biz8-karqik-furan.pages.dev/,phishing,25,suspicious,false,Phishing.Database,suspicious
https://burmuri-mpt-qalfeni-r5d7me83.pages.dev/,phishing,10,safe,false,Phishing.Database,safe
https://zh-netflix.cn/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://uroojfatimadnp01-hash.github.io/Amazon-Clone,phishing,20,suspicious,false,Phishing.Database,suspicious
http://suhanir7.github.io/Amazon_Clone,phishing,20,suspicious,false,Phishing.Database,suspicious
http://addqo.com/pl,phishing,20,suspicious,false,Phishing.Database,suspicious
https://main.d3thcdi1mb7dsr.amplifyapp.com/,phishing,0,safe,false,Phishing.Database,safe
http://varsha24-01.github.io/Amazon_Clone,phishing,25,suspicious,false,Phishing.Database,suspicious
https://ledger-live-downlloadd.blogspot.com/?m=1,phishing,5,safe,false,Phishing.Database,safe
https://imtokex.im/,phishing,0,safe,false,Phishing.Database,safe
https://webupgrade394949-dp94sdn9spre.edgeone.cool/index.html?eta=kelos@b5869555477501b47d2714b8f14e0f928a04.com,phishing,30,suspicious,false,Phishing.Database,suspicious
https://manav-kappa.vercel.app/,phishing,0,safe,false,Phishing.Database,safe
http://www.8816063365.com/,phishing,25,suspicious,false,Phishing.Database,suspicious
https://1url.at/www/roblox-users-358617147535-profile,phishing,10,safe,false,Phishing.Database,safe
https://tokenim.date/download,phishing,0,safe,false,Phishing.Database,safe
http://www.facebooknotify-noreply.com/contact/1789733290899/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://nordinvecrop.github.io/wlkhroenovind,phishing,20,suspicious,false,Phishing.Database,suspicious
https://berzuni-mpt-qanfelo-c4x7ka82-a21.pages.dev/?naps,phishing,10,safe,false,Phishing.Database,safe
https://wetf-share-files.netlify.app/?naps,phishing,5,safe,false,Phishing.Database,safe
https://urban-maroon-cfmc6rpb.edgeone.dev/home,phishing,5,safe,false,Phishing.Database,safe
http://web3-cryptogate.com/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://fortgrind.com/,phishing,20,suspicious,false,Phishing.Database,suspicious
https://www.roblox.ly/users/7562558635/profile,phishing,20,suspicious,false,Phishing.Database,suspicious
http://br-zim.netlify.app/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://instagram-visualizza-post.info/,phishing,45,suspicious,false,Phishing.Database,suspicious
http://rbxmodes.pro/,phishing,20,suspicious,false,Phishing.Database,suspicious
https://acsftw.cfd/ACS_sjahzEN.html/,phishing,0,safe,false,Phishing.Database,safe
https://www.app-supportecloud.info/,phishing,0,safe,false,Phishing.Database,safe
https://app-supportecloud.info/expire/,phishing,0,safe,false,Phishing.Database,safe
https://app-supportecloud.info/aU4VXCP6/,phishing,0,safe,false,Phishing.Database,safe
https://tokenim.sarl/download,phishing,0,safe,false,Phishing.Database,safe
https://persiasysco.ir/post/post/en.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4,phishing,20,suspicious,false,Phishing.Database,suspicious
http://www.roblox.com.mu/users/1778153838/profile/,phishing,40,suspicious,false,Phishing.Database,suspicious
https://supported-lcloud.help/expire/,phishing,0,safe,false,Phishing.Database,safe
http://supported-lcloud.help/aU4VXCP6/,phishing,20,suspicious,false,Phishing.Database,suspicious
http://samridhiverma10.github.io/amazon/orders.html,phishing,20,suspicious,false,Phishing.Database,suspicious
http://samridhiverma10.github.io/amazon/checkout.html,phishing,20,suspicious,false,Phishing.Database,suspicious
